Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
1	PB2	MH183272	Yes	2316	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
5	NP	MH183274	Yes	1540	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
6	NA	MH183267	Yes	1433	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
7	-N/A-,-N/A-	MH183269	Yes	1002	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
8	-N/A-,-N/A-	MH183271	Yes	865	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
4	HA	MH183273	Yes	1752	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
3	PA,PA-X	MH084042	Yes	2208	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/42/2018	Pass	
8	-N/A-,-N/A-	MH084051	Yes	865	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
7	-N/A-,-N/A-	MH084050	Yes	1002	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
6	NA	MH084057	Yes	1433	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
4	HA	MH084055	Yes	1752	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
5	NP	MH084056	Yes	1540	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
3	PA,PA-X	MH084054	Yes	2208	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
2	-N/A-	MH084053	Yes	2316	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
1	PB2	MH084052	Yes	2316	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/43/2018	Pass	
8	-N/A-,-N/A-	MH082800	Yes	865	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
6	NA	MH082802	Yes	1441	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
4	HA	MH082804	Yes	1737	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
1	PB2	MH082807	Yes	2316	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
7	-N/A-,-N/A-	MH082801	Yes	1002	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
5	NP	MH082803	Yes	1541	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
3	PA,PA-X	MH082805	Yes	2208	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
2	-N/A-,-N/A-	MH082806	Yes	2316	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
3	PA,PA-X	MH246725	Yes	2208	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
2	-N/A-,-N/A-	MH246727	Yes	2316	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
1	PB2	MH246729	Yes	2316	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
5	NP	MH246731	Yes	1541	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
6	NA	MH246724	Yes	1441	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
7	-N/A-,-N/A-	MH246726	Yes	1002	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
8	-N/A-,-N/A-	MH246728	Yes	865	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
4	HA	MH246730	Yes	1737	H3N2	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/44/2018	Pass	
4	HA	MH082812	Yes	1737	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
7	-N/A-,-N/A-	MH082809	Yes	1002	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
5	NP	MH082811	Yes	1542	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
6	NA	MH082810	Yes	1441	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
8	-N/A-,-N/A-	MH082808	Yes	865	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
1	PB2	MH082815	Yes	2316	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
3	PA,PA-X	MH082813	Yes	2208	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
2	-N/A-,-N/A-	MH082814	Yes	2316	H3N2	01/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/45/2018	Pass	
2	-N/A-,-N/A-	MH082816	Yes	2316	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
1	PB2	MH082817	Yes	2316	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
4	HA	MH082822	Yes	1737	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
8	-N/A-,-N/A-	MH082818	Yes	865	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
5	NP	MH082821	Yes	1542	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
7	-N/A-,-N/A-	MH082819	Yes	1002	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
6	NA	MH082820	Yes	1441	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
3	PA,PA-X	MH082823	Yes	2209	H3N2	01/22/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/46/2018	Pass	
5	NP	MH586365	Yes	1542	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
4	HA	MH586364	Yes	1737	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
3	PA,PA-X	MH586363	Yes	2209	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
8	-N/A-,-N/A-	MH586368	Yes	865	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
2	-N/A-,-N/A-	MH586362	Yes	2316	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
7	-N/A-,-N/A-	MH586367	Yes	1002	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
6	NA	MH586366	Yes	1441	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
1	PB2	MH586361	Yes	2316	H3N2	01/29/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/47/2018	Pass	
5	NP	MH183918	Yes	1540	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
3	PA,PA-X	MH183916	Yes	2208	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
1	PB2	MH183914	Yes	2316	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
7	-N/A-,-N/A-	MH183920	Yes	1002	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
8	-N/A-,-N/A-	MH183921	Yes	865	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
6	NA	MH183919	Yes	1433	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
2	-N/A-	MH183915	Yes	2316	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
4	HA	MH183917	Yes	1752	H1N1	01/30/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/48/2018	Pass	
5	NP	MH586373	Yes	1542	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
2	-N/A-,-N/A-	MH586370	Yes	2316	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
4	HA	MH586372	Yes	1737	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
8	-N/A-,-N/A-	MH586376	Yes	865	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
6	NA	MH586374	Yes	1441	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
3	PA,PA-X	MH586371	Yes	2208	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
1	PB2	MH586369	Yes	2316	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
7	-N/A-,-N/A-	MH586375	Yes	1002	H3N2	02/02/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/49/2018	Pass	
3	PA,PA-X	MH443591	Yes	2208	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
7	-N/A-,-N/A-	MH443592	Yes	1002	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
8	-N/A-,-N/A-	MH443594	Yes	865	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
6	NA	MH443590	Yes	1441	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
2	-N/A-,-N/A-	MH443593	Yes	2316	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
1	PB2	MH443595	Yes	2316	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
5	NP	MH443597	Yes	1542	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
4	HA	MH443596	Yes	1737	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/50/2018	Pass	
6	NA	MH443598	Yes	1441	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
7	-N/A-,-N/A-	MH443600	Yes	1002	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
3	PA,PA-X	MH443599	Yes	2209	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
2	-N/A-,-N/A-	MH443601	Yes	2316	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
1	PB2	MH443603	Yes	2316	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
5	NP	MH443605	Yes	1542	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
8	-N/A-,-N/A-	MH443602	Yes	865	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
4	HA	MH443604	Yes	1737	H3N2	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/51/2018	Pass	
7	-N/A-,-N/A-	MH443606	Yes	1002	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
5	NP	MH443608	Yes	1540	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
1	PB2	MH443611	Yes	2316	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
3	PA,PA-X	MH443609	Yes	2208	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
2	-N/A-	MH443607	Yes	2316	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
6	NA	MH443612	Yes	1433	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
4	HA	MH443613	Yes	1752	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
8	-N/A-,-N/A-	MH443610	Yes	865	H1N1	01/16/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/52/2018	Pass	
2	-N/A-,-N/A-	MH443617	Yes	2316	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
3	PA,PA-X	MH443615	Yes	2208	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
5	NP	MH443621	Yes	1542	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
1	PB2	MH443619	Yes	2316	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
8	-N/A-,-N/A-	MH443618	Yes	865	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
7	-N/A-,-N/A-	MH443616	Yes	1002	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
6	NA	MH443614	Yes	1436	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
4	HA	MH443620	Yes	1737	H3N2	01/18/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/53/2018	Pass	
2	-N/A-	MH443625	Yes	2316	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
5	NP	MH443629	Yes	1540	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
1	PB2	MH443627	Yes	2316	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
8	-N/A-,-N/A-	MH443626	Yes	865	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
7	-N/A-,-N/A-	MH443624	Yes	1002	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
6	NA	MH443622	Yes	1433	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
3	PA,PA-X	MH443623	Yes	2208	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
4	HA	MH443628	Yes	1752	H1N1	01/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/54/2018	Pass	
8	-N/A-,-N/A-	MH233680	Yes	865	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
5	NP	MH233677	Yes	1540	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
7	-N/A-,-N/A-	MH233679	Yes	1002	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
3	PA,PA-X	MH233675	Yes	2208	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
1	PB2	MH233673	Yes	2316	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
6	NA	MH233678	Yes	1433	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
4	HA	MH233676	Yes	1752	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
2	-N/A-	MH233674	Yes	2316	H1N1	02/15/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/55/2018	Pass	
3	PA,PA-X	MH233683	Yes	2208	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
5	NP	MH233685	Yes	1540	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
7	-N/A-,-N/A-	MH233687	Yes	1002	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
1	PB2	MH233681	Yes	2316	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
8	-N/A-,-N/A-	MH233688	Yes	865	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
6	NA	MH233686	Yes	1433	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
4	HA	MH233684	Yes	1752	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
2	-N/A-	MH233682	Yes	2316	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/56/2018	Pass	
8	-N/A-,-N/A-	MH898374	Yes	865	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
1	PB2	MH898375	Yes	2316	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
4	HA	MH898376	Yes	1737	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
2	-N/A-,-N/A-	MH233532	Yes	2316	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
5	NP	MH233534	Yes	1542	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
7	-N/A-,-N/A-	MH233536	Yes	1002	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
1	PB2	MH233538	Yes	2316	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
2	-N/A-,-N/A-	MH898373	Yes	2316	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
7	-N/A-,-N/A-	MH898372	Yes	1002	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
3	PA,PA-X	MH898371	Yes	2208	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
6	NA	MH898370	Yes	1441	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
3	PA,PA-X	MH233539	Yes	2208	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
8	-N/A-,-N/A-	MH233537	Yes	865	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
6	NA	MH233535	Yes	1441	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
4	HA	MH233533	Yes	1737	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
5	NP	MH898377	Yes	1542	H3N2	02/23/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/57/2018	Pass	
6	NA	MH306006	Yes	1433	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
4	HA	MH306004	Yes	1752	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
2	-N/A-	MH306002	Yes	2316	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
1	PB2	MH306001	Yes	2316	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
7	-N/A-,-N/A-	MH306007	Yes	1002	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
5	NP	MH306005	Yes	1540	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
3	PA,PA-X	MH306003	Yes	2208	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
8	-N/A-,-N/A-	MH306008	Yes	865	H1N1	03/07/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/59/2018	Pass	
7	-N/A-,-N/A-	MH601918	Yes	1002	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
2	-N/A-,-N/A-	MH601923	Yes	2316	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
1	PB2	MH601920	Yes	2316	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
5	NP	MH601922	Yes	1542	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
6	NA	MH601916	Yes	1441	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
4	HA	MH601921	Yes	1737	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
3	PA,PA-X	MH601917	Yes	2209	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
8	-N/A-,-N/A-	MH601919	Yes	865	H3N2	02/01/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/63/2018	Pass	
3	PA,PA-X	MH601929	Yes	2209	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
7	-N/A-,-N/A-	MH601930	Yes	1002	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
5	NP	MH601927	Yes	1542	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
1	PB2	MH601925	Yes	2316	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
2	-N/A-,-N/A-	MH601931	Yes	2316	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
6	NA	MH601928	Yes	1441	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
4	HA	MH601926	Yes	1737	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
8	-N/A-,-N/A-	MH601924	Yes	865	H3N2	02/05/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/64/2018	Pass	
4	HA	MH601938	Yes	1737	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
7	-N/A-,-N/A-	MH601934	Yes	1002	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
5	NP	MH601939	Yes	1542	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
1	PB2	MH601937	Yes	2316	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
2	-N/A-,-N/A-	MH601935	Yes	2316	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
6	NA	MH601932	Yes	1441	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
3	PA,PA-X	MH601933	Yes	2209	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
8	-N/A-,-N/A-	MH601936	Yes	865	H3N2	02/12/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/65/2018	Pass	
6	NA	MH601940	Yes	1441	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
2	-N/A-,-N/A-	MH601943	Yes	2316	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
4	HA	MH601944	Yes	1737	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
8	-N/A-,-N/A-	MH601946	Yes	865	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
1	PB2	MH601947	Yes	2316	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
5	NP	MH601945	Yes	1542	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
7	-N/A-,-N/A-	MH601942	Yes	1002	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
3	PA,PA-X	MH601941	Yes	2209	H3N2	02/19/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/67/2018	Pass	
3	PA,PA-X	MH601949	Yes	2208	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/68/2018	Pass	
7	-N/A-,-N/A-	MH601950	Yes	1002	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/68/2018	Pass	
4	HA	MH601953	Yes	1752	H1N1	02/20/2018	IRD:Human	USA	Pennsylvania	17-18	A/Pennsylvania/68/2018	Pass	
