Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB1	2 PB2	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
B/Ontario/325/2017	No	-N/A-	12/28/2017	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910968	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Ontario/326/2018	No	-N/A-	03/08/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603771	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Ontario/340/2018	No	-N/A-	04/18/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603745	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Ontario/341/2018	No	-N/A-	04/17/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603702	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Ontario/342/2018	No	-N/A-	01/22/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603767	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/01/2018	Yes	-N/A-	01/03/2018	Human	USA	Oregon	North America	17-18	2018-04-02	Original	-N/A-	MH130540	MH130541	MH130539	MH130538	MH130537	MH130536	MH130535	MH130534	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/02/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/02/2018	Yes	-N/A-	01/10/2018	Human	USA	Oregon	North America	17-18	2018-04-02	Original	-N/A-	MH130547	MH130548	MH130546	MH130545	MH130544	MH130543	MH130549	MH130542	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/02/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/03/2018	Yes	-N/A-	01/10/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH583750	MH583749	MH583751	MH583752	MH583755	MH583756	MH583753	MH583754	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/04/2018	Yes	-N/A-	01/29/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH583764	MH583761	MH583758	MH583759	MH583760	MH583762	MH583763	MH583757	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/05/2018	Yes	-N/A-	01/31/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH583766	MH583765	MH583767	MH583768	MH583769	MH583770	MH583771	MH583772	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/06/2018	Yes	-N/A-	02/12/2018	Human	USA	Oregon	North America	17-18	2018-04-25	Original	-N/A-	MH233886	MH233885	MH233887	MH233888	MH233889	MH233890	MH233891	MH233892	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/25/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/07/2018	Yes	-N/A-	02/22/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585580	MH585579	MH585581	MH585582	MH585583	MH585584	MH585585	MH585586	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/08/2018	Yes	-N/A-	02/24/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585588	MH585587	MH585589	MH585590	MH585591	MH585592	MH585593	MH585594	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/09/2018	Yes	-N/A-	02/24/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585595	MH585600	MH585601	MH585602	MH585596	MH585597	MH585598	MH585599	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/10/2018	Yes	-N/A-	02/24/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585604	MH585603	MH585605	MH585606	MH585607	MH585608	MH585609	MH585610	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/11/2017	Yes	-N/A-	10/24/2017	Human	USA	Oregon	North America	17-18	2017-12-05	 Original	-N/A-	CY258865	CY258866	CY258867	CY258868	CY258869	CY258870	CY258871	CY258872	78	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/05/2017	2058079	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/11/2018	Yes	-N/A-	03/03/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585617	MH585616	MH585618	MH585611	MH585612	MH585613	MH585614	MH585615	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/12/2017	Yes	-N/A-	11/14/2017	Human	USA	Oregon	North America	17-18	2017-12-22	 Original	-N/A-	CY262557	CY262558	CY262559	CY262560	CY262561	CY262562	CY262563	CY262564	19	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/22/2017	2066391	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/12/2018	Yes	-N/A-	03/06/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH585622	MH585619	MH585620	MH585621	MH585623	MH585624	MH585625	MH585626	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/13/2017	Yes	-N/A-	11/15/2017	Human	USA	Oregon	North America	17-18	2017-12-22	 Original	-N/A-	CY262565	CY262566	CY262567	CY262568	CY262569	CY262570	CY262571	CY262572	15	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/22/2017	2066392	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/13/2018	Yes	-N/A-	03/13/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH584808	MH584812	MH584811	MH584807	MH584805	MH584810	MH584809	MH584806	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/14/2017	Yes	-N/A-	11/21/2017	Human	USA	Oregon	North America	17-18	2018-01-08	 Original	-N/A-	MH081531,CY264614	MH081529,CY264615	MH081527,CY264616	MH081532,CY264617	CY264618,MH081533	MH081526,CY264619	MH081528,CY264620	MH081530,CY264621	20	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	2069559	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/14/2018	Yes	-N/A-	03/19/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH584820	MH584816	MH584819	MH584815	MH584818	MH584814	MH584813	MH584817	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/15/2017	Yes	-N/A-	11/30/2017	Human	USA	Oregon	North America	17-18	2018-01-08	 Original	-N/A-	CY264622	CY264623	CY264624	CY264625	CY264626	CY264627	CY264628	CY264629	90	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	01/08/2018	2069560	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/15/2018	Yes	-N/A-	03/22/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH584827	MH584828	MH584826	MH584825	MH584824	MH584823	MH584822	MH584821	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/16/2017	Yes	-N/A-	12/16/2017	Human	USA	Oregon	North America	17-18	2018-03-24	Original	-N/A-	MH081535	MH081534	MH081536	MH081537	MH081538	MH081539	MH081540	MH081541	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	03/24/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/16/2018	Yes	-N/A-	03/25/2018	Human	USA	Oregon	North America	17-18	2018-07-12	Original	-N/A-	MH584836	MH584829	MH584835	MH584834	MH584833	MH584832	MH584831	MH584830	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/17/2017	Yes	-N/A-	12/26/2017	Human	USA	Oregon	North America	17-18	2018-03-24	Original	-N/A-	MH081549	MH081542	MH081543	MH081544	MH081545	MH081546	MH081547	MH081548	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	03/24/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/17/2018	Yes	-N/A-	04/18/2018	Human	USA	Oregon	North America	17-18	2018-07-17	Original	-N/A-	MH606806	MH606805	MH606807	MH606808	MH606809	MH606810	MH606811	MH606812	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/18/2018	Yes	-N/A-	04/22/2018	Human	USA	Oregon	North America	17-18	2018-07-17	Original	-N/A-	MH606816	MH606815	MH606817	MH606818	MH606819	MH606820	MH606813	MH606814	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/19/2018	Yes	-N/A-	05/03/2018	Human	USA	Oregon	North America	17-18	2018-07-30	Original	-N/A-	MH671783	MH671782	MH671784	MH671785	MH671786	MH671787	MH671788	MH671789	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/30/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Oregon/20/2018	Yes	-N/A-	05/03/2018	Human	USA	Oregon	North America	17-18	2018-07-30	Original	-N/A-	MH671791	MH671790	MH671792	MH671793	MH671794	MH671795	MH671796	MH671797	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/30/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/02/2018	Yes	-N/A-	01/19/2018	Human	USA	Pennsylvania	North America	17-18	2018-03-24	Original	-N/A-	MH081551	MH081550	MH081552	MH081553	MH081554	MH081555	MH081556	MH081557	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	03/24/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/03/2018	Yes	-N/A-	01/29/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-12	Original	-N/A-	MH583774	MH583773	MH583775	MH583776	MH583777	MH583778	MH583779	MH583780	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/04/2018	Yes	-N/A-	02/06/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-12	Original	-N/A-	MH583788,MH584839	MH583787,MH584841	MH583781,MH584844	MH583782,MH584838	MH583783,MH584837	MH583784,MH584842	MH583785,MH584843	MH583786,MH584840	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/05/2018	Yes	-N/A-	02/18/2018	Human	USA	Pennsylvania	North America	17-18	2018-05-23	C1 (2018-03-07)	-N/A-	MH363434	MH363431	MH363429	MH363432	MH363435	MH363428	MH363430	MH363433	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/23/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/06/2018	Yes	-N/A-	02/19/2018	Human	USA	Pennsylvania	North America	17-18	2018-04-25	Original	-N/A-	MH233894	MH233893	MH233895	MH233896	MH233897	MH233898	MH233899	MH233900	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/25/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/08/2018	Yes	-N/A-	02/27/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-12	Original	-N/A-	MH585628	MH585627	MH585629	MH585631	MH585630	MH585632	MH585633	MH585634	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/09/2018	Yes	-N/A-	03/08/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-12	Original	-N/A-	MH585635	MH585642	MH585636	MH585637	MH585638	MH585640	MH585641	MH585639	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/10/2018	Yes	-N/A-	04/09/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-16	Original	-N/A-	MH604874	MH604872	MH604875	MH604876	MH604877	MH604878	MH604873	MH604879	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/11/2018	Yes	-N/A-	04/21/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-16	Original	-N/A-	MH604881	MH604880	MH604882	MH604883	MH604884	MH604885	MH604886	MH604887	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/12/2018	Yes	-N/A-	04/02/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-17	Original	-N/A-	MH606822	MH606821	MH606823	MH606824	MH606825	MH606826	MH606827	MH606828	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/13/2018	Yes	-N/A-	05/02/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-17	Original	-N/A-	MH606830	MH606829	MH606831	MH606832	MH606833	MH606834	MH606835	MH606836	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/14/2018	No	-N/A-	05/03/2018	Human	USA	Pennsylvania	North America	17-18	2018-08-13	Original	-N/A-	-N/A-	-N/A-	-N/A-	MH726811	MH726812	MH726813	MH726814	MH726815	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	08/13/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Pennsylvania/15/2018	Yes	-N/A-	05/07/2018	Human	USA	Pennsylvania	North America	17-18	2018-07-30	Original	-N/A-	MH671799	MH671798	MH671800	MH671801	MH671802	MH671803	MH671804	MH671805	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/30/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
