Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB2	2 PB1	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
A/swine/Minnesota/A01785365/2017	No	H1N1	11/27/2017	Swine	USA	Minnesota	North America	17-18	2018-01-17	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG706989	-N/A-	MG706990	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/17/2018	2070125	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785366/2017	No	H1N1	11/28/2017	Swine	USA	Minnesota	North America	17-18	2018-01-17	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG706987	-N/A-	MG706988	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/17/2018	2070126	Probable Positive	npdm	1A.3.3.2	-N/A-	
A/swine/Minnesota/A01785380/2017	No	H1N1	12/06/2017	Swine	USA	Minnesota	North America	17-18	2018-01-17	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG739521	-N/A-	MG739522	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/17/2018	2067664	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785382/2017	No	H1N1	12/08/2017	Swine	USA	Minnesota	North America	17-18	2018-01-24	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG784995	-N/A-	MG784996	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/24/2018	2071717	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785384/2017	No	H3N2	12/18/2017	Swine	USA	Minnesota	North America	17-18	2018-01-24	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG784989	-N/A-	MG784990	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/24/2018	2071718	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785389/2017	No	H3N2	12/18/2017	Swine	USA	Minnesota	North America	17-18	2018-02-04	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG870365	-N/A-	MG870366	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/04/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785392/2017	No	H1N1	12/19/2017	Swine	USA	Minnesota	North America	17-18	2018-01-24	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG788258	-N/A-	MG788259	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/24/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785393/2017	No	H3N2	12/20/2017	Swine	USA	Minnesota	North America	17-18	2018-01-29	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG832649	-N/A-	MG832650	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/29/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785400/2017	No	H3N2	12/27/2017	Swine	USA	Minnesota	North America	17-18	2018-01-29	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG832645	-N/A-	MG832646	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	01/29/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785415/2018	No	H3N2	01/09/2018	Swine	USA	Minnesota	North America	17-18	2018-02-17	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG930942	-N/A-	MG930943	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/17/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785416/2018	No	H3N2	01/10/2018	Swine	USA	Minnesota	North America	17-18	2018-02-20	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG954318	-N/A-	MG954319	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/20/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785422/2018	No	H3N2	01/18/2018	Swine	USA	Minnesota	North America	17-18	2018-02-17	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG930940	-N/A-	MG930941	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/17/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785424/2018	No	H1N2	01/17/2018	Swine	USA	Minnesota	North America	17-18	2018-03-04	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG996524	-N/A-	MG996525	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	03/04/2018	11320	Probable Negative	delta1	1B.2.2.2	-N/A-	
A/swine/Minnesota/A01785427/2018	No	H1N1	01/24/2018	Swine	USA	Minnesota	North America	17-18	2018-02-25	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG967551	-N/A-	MG967552	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/25/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785430/2018	No	H1N2	01/29/2018	Swine	USA	Minnesota	North America	17-18	2018-03-09	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG954320	-N/A-	MG954321	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	03/09/2018	11320	Probable Negative	delta2	1B.2.1	-N/A-	
A/swine/Minnesota/A01785432/2018	No	H1N2	01/26/2018	Swine	USA	Minnesota	North America	17-18	2018-02-20	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG954326	-N/A-	MG954327	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	02/20/2018	11320	Probable Negative	delta2	1B.2.1	-N/A-	
A/swine/Minnesota/A01785443/2018	No	H1N1	01/08/2018	Swine	USA	Minnesota	North America	17-18	2018-03-12	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH031341	-N/A-	MH031342	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	03/12/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785446/2018	Yes	H1N1	02/14/2018	Swine	USA	Minnesota	North America	17-18	2018-07-20	p2	-N/A-	MH620610	MH620611	MH620612	MH031339	MH620613	MH031340	MH620614	MH620615	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	Inconsistent	11320	Mixed Positive and Negative Segments	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785453/2018	No	H1N1	02/22/2018	Swine	USA	Minnesota	North America	17-18	2018-03-26	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH094797	-N/A-	MH094798	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	03/26/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785458/2018	No	H1N1	02/27/2018	Swine	USA	Minnesota	North America	17-18	2018-04-01	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH120416	-N/A-	MH120417	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	04/01/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785461/2018	No	H3N2	03/02/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH157017	-N/A-	MH157018	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785463/2018	No	H3N2	03/09/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH157021	-N/A-	MH157022	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785468/2018	No	H3N2	03/15/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH259489	-N/A-	MH259490	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785474/2018	No	H1N1	03/20/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH182123	-N/A-	MH182124	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	beta	1A.2	-N/A-	
A/swine/Minnesota/A01785475/2018	No	H1N2	03/20/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH223580	-N/A-	MH223581	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785476/2018	No	H3N2	03/20/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH223578	-N/A-	MH223579	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785477/2018	No	H1N2	03/20/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH259491	-N/A-	MH259492	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	delta1	1B.2.2.1	-N/A-	
A/swine/Minnesota/A01785483/2018	No	H1N2	03/23/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH182117	-N/A-	MH182118	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	delta1	1B.2.2.1	-N/A-	
A/swine/Minnesota/A01785488/2018	No	H3N2	03/27/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH376898	-N/A-	MH376899	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785489/2018	No	H3N2	03/29/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH252085	-N/A-	MH252086	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785491/2018	No	H3N2	03/30/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH223586	-N/A-	MH223587	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785492/2018	No	H1N2	03/30/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH252087	-N/A-	MH252088	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	delta1	1B.2.2.1	-N/A-	
A/swine/Minnesota/A01785495/2018	No	H1N1	04/04/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH252077	-N/A-	MH252078	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785496/2018	No	H3N2	04/05/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH279975	-N/A-	MH279976	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	Inconsistent	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785497/2018	No	H3N2	04/05/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH341205	-N/A-	MH341206	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/swine/Minnesota/A01785501/2018	No	H1N1	04/09/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH341199	-N/A-	MH341200	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785502/2018	No	H1N1	04/07/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH341201	-N/A-	MH341202	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	gamma	1A.3.3.3	-N/A-	
A/swine/Minnesota/A01785507/2018	No	H1N2	04/13/2018	Swine	USA	Minnesota	North America	17-18	2018-09-07	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH365339	-N/A-	MH365340	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/07/2018	11320	Probable Negative	delta2	1B.2.1	-N/A-	
